ID_Encuestado,Marca_Actual,Ocupacion,Edad,Ingreso_Mensual,Gasto_Tecnologia,Horas_Pantalla,Calidad_Percibida_1,Calidad_Percibida_2,Satisfaccion_1,Satisfaccion_2,Lealtad_1,Lealtad_2,Score_Perfil_A,Score_Perfil_B,Score_Perfil_C
208,Xiaomi,Ingeniero,18,2598.424100906664,460.69144945559214,9.240507977349104,6,5,5.0,6.0,4.0,5.0,5,6,4
209,Samsung,Ejecutivo,62,3673.0301458061535,593.0960841073446,3.550025081361926,5,5,4.0,5.0,4.0,3.0,9,4,8
210,Samsung,Estudiante,38,2438.237304115635,426.059603388098,6.1979903449730385,4,4,4.0,3.0,5.0,5.0,2,10,5
211,Apple,Estudiante,47,3170.695340271229,485.08249386241584,5.630198674165594,4,5,4.0,4.0,5.0,5.0,10,9,4
212,Apple,Creativo,30,2087.970579230494,263.55732809698304,6.994632527606519,6,6,6.0,6.0,4.0,4.0,5,6,8
213,Xiaomi,Ejecutivo,51,3902.682605114225,624.4431621578407,4.179732281589462,4,5,4.0,4.0,4.0,4.0,7,3,7
214,Samsung,Creativo,21,1674.4369715367773,219.93550039209958,6.372901085017131,5,6,6.0,6.0,6.0,7.0,4,5,4
215,Xiaomi,Ejecutivo,45,2664.165070966355,405.518985950121,6.459132930325479,5,5,6.0,6.0,6.0,5.0,4,6,8
216,Samsung,Ejecutivo,55,3821.007706127616,564.5836062789615,5.070342126806361,6,7,6.0,6.0,6.0,7.0,9,2,5
217,Apple,Ejecutivo,48,2755.006912087393,469.4858296529537,3.4793890075036575,5,5,5.0,5.0,5.0,5.0,5,3,7
218,Xiaomi,Estudiante,44,2300.2680342623053,381.5565554355123,4.853212650463143,7,6,6.0,6.0,6.0,6.0,2,8,4
219,Xiaomi,Ingeniero,22,2166.6286169306386,320.96600262397726,7.979065429273384,1,1,2.0,2.0,3.0,3.0,3,2,5
220,Xiaomi,Creativo,42,2225.389978494895,236.22813709722658,6.2425723535605675,2,2,3.0,2.0,4.0,4.0,4,2,7
221,Xiaomi,Ingeniero,20,2387.6396981477114,326.38458139569667,6.481546341032908,7,7,7.0,7.0,7.0,7.0,1,5,6
222,Xiaomi,Creativo,50,2802.333136873602,455.56108500526113,4.910761333457578,7,7,6.0,5.0,6.0,7.0,3,3,5
223,Samsung,Ejecutivo,21,929.6631067901262,153.45497907084814,8.439654595253964,4,4,4.0,3.0,4.0,3.0,3,2,6
224,Apple,Estudiante,42,2953.101674929603,367.8041545187974,5.448488198100719,1,1,3.0,4.0,3.0,3.0,5,10,4
225,Samsung,Ingeniero,37,2922.2972516482423,348.01518912379186,6.555829648434393,6,7,7.0,7.0,6.0,7.0,3,5,8
226,Samsung,Estudiante,51,3795.7375318409704,579.1360872840183,4.412448117955522,4,5,6.0,6.0,7.0,7.0,10,7,4
227,Motorola,Creativo,43,3236.007849507927,432.5483190404002,6.609196351699522,1,1,2.0,2.0,3.0,3.0,8,6,5
228,Apple,Estudiante,22,1570.3436894411288,187.5117303742905,7.000714286133729,5,6,5.0,5.0,4.0,5.0,2,7,6
229,Motorola,Estudiante,52,3956.530590463302,627.109975008628,3.65792176090562,6,5,6.0,6.0,6.0,7.0,8,7,6
230,Samsung,Ingeniero,45,3730.069253239873,619.6223270067646,5.5289268640615505,6,7,6.0,6.0,6.0,6.0,10,4,7
231,Xiaomi,Ejecutivo,46,2697.1189357722305,367.0327390140196,3.966474027711504,4,4,5.0,6.0,6.0,5.0,4,6,4
232,Apple,Estudiante,26,2209.4969306701933,329.18652421992033,5.29488881193721,5,5,6.0,6.0,6.0,6.0,1,9,4
233,Xiaomi,Ejecutivo,55,3612.77998644549,538.2046646676055,5.583735298054013,4,4,5.0,4.0,4.0,4.0,10,2,5
234,Apple,Creativo,23,2260.1907913940167,330.81841347427667,6.71577551843918,3,2,6.0,5.0,4.0,5.0,4,4,6
235,Samsung,Estudiante,36,2697.538104112946,406.6606394247568,5.0663484174161875,1,1,3.0,4.0,5.0,5.0,3,8,5
236,Samsung,Ingeniero,61,4016.0611139635116,640.2341134865346,3.0882412230503915,3,4,4.0,4.0,6.0,5.0,10,2,5
237,Apple,Creativo,28,2720.9077651208454,374.439947431647,6.3433493685892035,1,2,3.0,3.0,2.0,2.0,4,5,6
238,Apple,Creativo,19,1393.0734501994334,132.69714080411168,7.957888538836456,2,3,3.0,4.0,4.0,4.0,1,6,5
239,Samsung,Ingeniero,64,4568.686567630411,769.8034818247497,2.506513266314033,7,6,6.0,6.0,6.0,7.0,10,3,6
240,Samsung,Estudiante,61,4620.566365765626,747.5560510893464,4.398186142256154,6,7,4.0,5.0,2.0,2.0,8,8,5
241,Motorola,Estudiante,61,4867.067496744434,674.8782309491952,4.546234131157715,4,4,5.0,6.0,4.0,4.0,7,10,8
242,Motorola,Creativo,26,1228.3163379313205,191.02905112849572,6.125008549384465,2,3,5.0,4.0,5.0,4.0,5,6,5
243,Motorola,Estudiante,38,2808.549171442391,471.8174839456642,5.581903377051612,2,2,3.0,3.0,3.0,3.0,1,10,5
244,Apple,Ejecutivo,41,2067.449712823205,347.5696541497827,5.3769427599614135,6,5,7.0,7.0,7.0,7.0,4,4,8
245,Samsung,Ingeniero,51,2332.468155113588,372.97088876350244,4.734992638633658,6,6,6.0,6.0,7.0,7.0,4,2,4
246,Motorola,Ejecutivo,39,3022.0465238037395,444.7956339909738,7.182683516983682,1,1,1.0,1.0,1.0,1.0,10,6,6
247,Apple,Estudiante,20,1800.4241035748191,356.4288117893208,9.140313415002609,3,3,5.0,5.0,5.0,5.0,2,7,7
248,Apple,Creativo,29,2599.925475885373,401.03176500577894,9.598867386165786,5,4,5.0,6.0,5.0,5.0,3,5,8
249,Samsung,Ingeniero,45,3493.0638450436577,498.2116137905141,3.2306260708458217,1,1,4.0,4.0,4.0,4.0,9,4,4
250,Motorola,Estudiante,47,3973.9479790539604,639.6459833003737,4.375704276848371,5,4,4.0,4.0,4.0,5.0,8,8,5
251,Samsung,Estudiante,43,3176.96021265289,481.3469639955045,7.514009181074984,2,1,4.0,4.0,7.0,6.0,8,9,4
252,Apple,Creativo,38,4361.677808659544,671.7415576616127,4.399299682223164,5,6,5.0,6.0,6.0,7.0,9,4,8
253,Apple,Creativo,45,3403.204927492606,520.6381992034512,7.291265064170706,3,2,4.0,5.0,3.0,3.0,7,2,5
254,Apple,Ejecutivo,43,4071.2395222836058,635.5247070308864,5.847351273143245,1,1,3.0,3.0,3.0,2.0,9,3,4
255,Samsung,Ingeniero,50,2333.581099737876,301.114352290721,5.184132773022545,6,5,7.0,7.0,6.0,5.0,3,2,7
256,Samsung,Ingeniero,38,3574.8697647753124,463.67514535779645,4.9202020138805285,3,4,4.0,4.0,3.0,2.0,8,6,6
257,Motorola,Creativo,52,3509.6197551022196,598.149599427012,4.348836779995703,7,7,6.0,6.0,4.0,3.0,7,4,6
258,Xiaomi,Ejecutivo,51,2575.826370286364,398.85318363241305,6.647376359709906,3,4,5.0,5.0,5.0,5.0,2,2,8
259,Samsung,Ingeniero,58,4110.27255461406,655.0832470625379,4.152316864758773,7,7,7.0,7.0,7.0,6.0,7,4,5
260,Apple,Creativo,64,4048.5222310078416,519.290373642295,3.1555009717897944,1,1,2.0,2.0,1.0,1.0,8,5,5
261,Xiaomi,Estudiante,35,3040.0266242240714,509.3381490693358,6.905719196379236,6,5,5.0,5.0,7.0,7.0,8,9,6
262,Motorola,Ingeniero,28,2905.538228775539,409.7564520485425,7.0077823996973425,3,2,5.0,5.0,4.0,5.0,4,6,4
263,Samsung,Ejecutivo,40,2255.424941619202,298.00283290242805,6.345151149806441,7,7,7.0,6.0,6.0,6.0,1,2,5
264,Apple,Ejecutivo,39,3457.459491227579,515.4502653025374,5.250258667840078,6,6,5.0,5.0,6.0,6.0,10,3,7
265,Motorola,Ejecutivo,34,2703.2397421103583,356.58695078942753,6.522847351391895,4,5,5.0,5.0,5.0,5.0,4,6,7
266,Xiaomi,Estudiante,22,2776.4205873466362,416.3765031907151,7.1589237345592815,4,5,4.0,5.0,3.0,3.0,2,10,5
267,Samsung,Ingeniero,61,3947.4258855010657,585.2969654744355,2.0960333593053218,4,3,5.0,5.0,5.0,5.0,10,5,5
268,Xiaomi,Ingeniero,28,2164.7955537342896,377.73912832183754,7.6819577872476845,5,5,5.0,6.0,7.0,6.0,3,4,6
269,Apple,Estudiante,47,3363.5270203444757,580.1962781586448,4.066227158444445,3,3,4.0,3.0,4.0,3.0,9,7,8
270,Samsung,Ingeniero,32,2650.930353189927,471.71534262056815,6.6352590698958975,1,1,4.0,3.0,3.0,4.0,1,3,6
271,Xiaomi,Estudiante,44,2868.6075992541323,317.06539091831405,6.5260682458279105,1,1,1.0,1.0,2.0,2.0,3,7,8
272,Xiaomi,Estudiante,52,3351.847634522358,456.0188036861894,3.3021865434595696,5,6,6.0,7.0,6.0,6.0,10,7,7
273,Motorola,Estudiante,50,2886.562232743105,319.2399967203476,5.604684096949602,1,2,4.0,4.0,7.0,7.0,2,10,8
274,Motorola,Ejecutivo,37,2632.677455104903,335.22450454398387,6.0001865430313375,7,7,6.0,7.0,5.0,6.0,5,5,6
275,Apple,Ingeniero,33,2988.1550299987894,415.7473439546268,5.733476599072936,4,3,6.0,6.0,7.0,7.0,2,3,5
276,Apple,Estudiante,51,3481.322913046928,542.7265177183864,6.922923288886068,3,2,3.0,3.0,5.0,5.0,10,9,8
277,Samsung,Ingeniero,19,2454.532648023664,342.1832354789226,8.099443704245164,1,2,2.0,2.0,2.0,3.0,3,5,6
278,Xiaomi,Ejecutivo,52,3507.2852661734632,501.48928637858717,4.231907110423259,1,2,2.0,2.0,3.0,3.0,9,5,7
279,Xiaomi,Estudiante,57,3134.241001138343,479.22438433073955,3.519787077633598,2,2,4.0,5.0,3.0,4.0,10,9,8
280,Apple,Creativo,45,3548.6374437782915,446.8301343063531,6.381162468436696,2,2,2.0,1.0,2.0,2.0,8,2,7
281,Motorola,Ejecutivo,64,3863.188429483299,537.5486067743017,2.987943773536588,2,3,5.0,5.0,5.0,4.0,9,5,7
282,Apple,Creativo,56,3683.3163556182326,527.3196220518662,5.156518098541025,3,4,4.0,4.0,4.0,5.0,10,5,4
283,Samsung,Ingeniero,23,2768.7860237420587,405.1978041297416,7.697520168876839,4,4,5.0,5.0,4.0,3.0,3,6,8
284,Samsung,Ingeniero,26,1719.5647701392431,261.7824150321637,8.516188064433848,6,7,7.0,7.0,7.0,6.0,5,2,6
285,Xiaomi,Ejecutivo,37,2932.371893732193,514.8882735464811,5.257460552517116,4,4,5.0,4.0,5.0,4.0,4,5,8
286,Samsung,Ingeniero,18,1879.740824982104,327.3779318013703,7.296936760903995,4,4,4.0,3.0,5.0,5.0,5,5,8
287,Apple,Creativo,25,2600.4628577185513,351.60392743318596,7.218994685969932,3,3,5.0,5.0,6.0,6.0,1,3,7
288,Apple,Estudiante,40,3427.576682741011,501.0700494385783,5.801933502475224,7,6,6.0,7.0,6.0,6.0,8,8,7
289,Samsung,Estudiante,20,2131.919502124446,303.3159684640607,7.645442971302989,7,6,6.0,6.0,6.0,6.0,2,8,7
290,Xiaomi,Estudiante,21,1869.8126767098001,254.76427568043286,10.531440405426519,3,4,5.0,4.0,5.0,5.0,3,10,7
291,Samsung,Ejecutivo,42,3336.6862520129803,514.1287290929926,7.863247004351908,2,2,4.0,3.0,5.0,6.0,10,2,6
292,Samsung,Ingeniero,64,4867.8279485722815,637.1852146372968,3.899055074821043,1,1,4.0,4.0,5.0,4.0,7,2,5
293,Xiaomi,Creativo,55,3736.3550301801497,604.4889739273466,4.916972074050458,5,6,5.0,6.0,6.0,5.0,8,3,4
294,Samsung,Ingeniero,32,2466.3719427884866,454.6333309540408,6.563567819920419,5,6,5.0,5.0,5.0,5.0,4,3,7
295,Samsung,Ingeniero,38,3094.085128833995,450.6207422915084,5.150174466481868,6,7,6.0,7.0,7.0,7.0,7,6,7
296,Samsung,Ingeniero,52,3619.363510184806,528.4363052718294,4.617927759444748,1,2,2.0,2.0,3.0,3.0,9,5,4
297,Xiaomi,Estudiante,63,3481.1452880411007,530.0240055665986,4.471117751462053,6,7,6.0,6.0,4.0,4.0,10,8,7
298,Apple,Creativo,31,2669.665400198741,451.4191088778216,8.20562676156801,2,2,4.0,5.0,4.0,4.0,5,5,5
299,Apple,Creativo,53,2976.618795618118,430.27813350185556,5.695708420522704,6,7,7.0,7.0,7.0,7.0,1,4,8
300,Samsung,Ingeniero,29,2637.2403232042225,442.2833067857202,5.590225706845788,1,1,2.0,2.0,3.0,2.0,4,3,4
301,Samsung,Estudiante,34,2301.4286377967164,369.6390292921696,6.310772321846287,1,1,2.0,2.0,3.0,3.0,3,9,6
302,Apple,Estudiante,56,3818.437402093173,690.8461825142105,2.931132435134007,5,6,5.0,5.0,4.0,4.0,9,8,4
303,Apple,Creativo,26,2495.2969530996183,357.861442206828,8.568843557402719,7,6,7.0,7.0,7.0,7.0,4,3,5
304,Xiaomi,Estudiante,52,4826.951672971785,625.2427285597262,4.3876156051996675,2,2,4.0,3.0,4.0,4.0,7,10,6
305,Xiaomi,Estudiante,30,2871.374980893462,359.0592910997436,6.952889884368967,3,3,5.0,6.0,6.0,6.0,4,8,8
306,Motorola,Estudiante,32,3282.3994048711675,492.95632260068294,7.280050268005001,6,5,7.0,6.0,5.0,6.0,7,9,7
307,Apple,Ejecutivo,35,3685.873909346962,604.2751911030819,9.266139919811899,5,6,4.0,5.0,4.0,5.0,8,6,4
308,Samsung,Ingeniero,50,3744.6279584997224,529.0687367539222,5.268274939789526,6,7,6.0,5.0,5.0,5.0,10,3,6
309,Xiaomi,Creativo,23,2292.8449001335994,332.38011252627336,7.461728962193748,6,5,5.0,5.0,7.0,7.0,1,2,4
310,Apple,Creativo,44,2666.639445586892,434.2380537046126,4.358957878796359,3,2,5.0,5.0,6.0,6.0,4,6,8
311,Apple,Ejecutivo,40,2941.685033799803,392.99112502604754,7.458639448503106,2,1,1.0,3.0,1.0,1.0,1,6,4
312,Samsung,Ingeniero,44,2838.456135182069,395.20495031756946,5.418363535702924,1,2,1.0,2.0,1.0,1.0,4,6,6
313,Apple,Creativo,51,3349.4705749378068,444.03425186015795,6.557142464927699,4,5,4.0,5.0,5.0,6.0,7,4,5
314,Motorola,Estudiante,63,5085.331688096234,821.7111578585632,4.8056131129487225,6,7,7.0,6.0,7.0,7.0,10,10,6
315,Xiaomi,Creativo,55,3807.3107545999947,648.1802537798176,4.037043897391528,4,3,4.0,4.0,5.0,4.0,8,4,4
316,Xiaomi,Estudiante,31,2112.0502111419455,237.8367821966388,5.507723819144096,2,3,3.0,3.0,4.0,4.0,1,8,8
317,Apple,Ejecutivo,53,4337.266727345652,643.4807341524365,4.972569117203606,4,4,4.0,5.0,6.0,5.0,10,2,7
318,Samsung,Estudiante,25,2727.6377381187244,479.50860947105593,6.885096471228398,6,5,6.0,7.0,7.0,7.0,3,7,7
319,Samsung,Creativo,52,4103.8267463001985,635.5087711261416,4.839345842456305,3,4,3.0,3.0,3.0,3.0,10,3,8
320,Samsung,Creativo,36,1796.9348984488026,245.07827311736565,7.449049606854338,4,3,4.0,4.0,3.0,3.0,2,6,4
321,Apple,Creativo,47,4324.335478860743,571.3422158485665,3.6464178843751665,2,2,5.0,5.0,3.0,3.0,7,2,8
322,Xiaomi,Ejecutivo,31,2270.7426289530563,398.25862193410165,7.1646138440682146,2,2,4.0,3.0,4.0,4.0,1,4,4
323,Xiaomi,Ejecutivo,37,3238.977386396378,503.8723687066815,7.0595961908857365,7,6,7.0,7.0,5.0,5.0,9,6,6
324,Samsung,Ingeniero,42,4361.899895308516,580.6356649091896,6.608110561756063,7,6,7.0,7.0,7.0,7.0,8,2,5
325,Apple,Creativo,57,4927.666374095309,798.6445088080458,2.9364578288125767,3,3,4.0,4.0,4.0,3.0,9,6,4
326,Xiaomi,Estudiante,41,2561.2189372636567,304.162662501655,6.319336469773964,4,3,5.0,6.0,7.0,7.0,1,8,7
327,Xiaomi,Ejecutivo,31,1827.7413314988635,263.1368920164589,8.103536581906694,4,4,6.0,6.0,6.0,6.0,1,5,7
328,Apple,Creativo,43,3865.1732994239637,566.5452597449881,6.043233798400076,7,7,7.0,7.0,7.0,7.0,8,2,5
329,Apple,Creativo,55,3821.0279057969997,654.0732523119417,4.384305793891463,1,2,3.0,2.0,1.0,2.0,9,4,4
330,Samsung,Ejecutivo,40,2749.55927934896,399.38158230833636,7.139612940573444,5,4,6.0,7.0,5.0,5.0,4,6,5
331,Apple,Ingeniero,39,3260.609273469524,475.8592567053923,5.40568118956117,2,1,1.0,1.0,2.0,3.0,8,6,6
332,Xiaomi,Ejecutivo,36,2718.5602112702795,339.6301144456572,4.870167091796731,1,2,4.0,4.0,4.0,4.0,1,6,5
333,Samsung,Ejecutivo,63,4500.6620685243715,643.0794263257254,3.4994021850690675,2,2,3.0,2.0,6.0,5.0,9,3,6
334,Samsung,Estudiante,20,2033.4909039093664,264.15886254237284,8.535045191703999,1,1,3.0,4.0,4.0,3.0,3,8,7
335,Samsung,Estudiante,59,4311.193964164084,608.4179763243778,5.138936761436433,7,7,6.0,6.0,6.0,6.0,7,7,6
336,Samsung,Ingeniero,36,2352.733655431806,353.2242745593645,6.9305025741679325,7,7,6.0,5.0,4.0,5.0,5,5,4
337,Apple,Creativo,26,3012.2310065663173,330.125831692818,8.235821068724858,5,4,6.0,6.0,7.0,7.0,10,3,4
338,Xiaomi,Ejecutivo,45,3598.811685366219,464.310240534088,6.545311430103959,1,2,1.0,1.0,1.0,1.0,10,2,4
339,Samsung,Ingeniero,37,3173.1486847017864,470.42135902491015,5.9606229937018895,2,2,3.0,2.0,4.0,4.0,7,4,4
340,Samsung,Estudiante,62,3541.1650364940033,537.2374896292971,3.65206069809241,4,5,4.0,4.0,5.0,5.0,8,9,8
341,Apple,Ejecutivo,24,3049.816208322123,445.8007913161237,8.887167793149874,2,2,3.0,3.0,4.0,3.0,10,2,6
342,Apple,Creativo,31,2543.141950316866,379.4315680582818,5.689842975769313,6,6,7.0,7.0,7.0,7.0,3,6,4
343,Samsung,Estudiante,26,2664.0244312149207,379.14783399947555,7.829132861522296,7,6,6.0,6.0,6.0,5.0,5,10,5
344,Apple,Estudiante,36,2638.5877681266957,394.8629350575212,5.683291171082979,3,4,4.0,4.0,6.0,7.0,4,8,5
345,Apple,Estudiante,64,4330.444532341049,671.2737908642681,4.700261603230969,3,3,5.0,4.0,4.0,3.0,9,10,8
346,Samsung,Ingeniero,31,2698.563676059702,426.1412378433384,6.882064519424861,7,7,6.0,6.0,7.0,7.0,3,4,6
347,Apple,Creativo,55,2340.0345339982896,316.55725952681865,4.507593935378124,6,7,6.0,5.0,5.0,6.0,4,2,6
348,Samsung,Ejecutivo,53,3941.2240623274156,636.9383463282599,6.428879887396685,3,3,5.0,5.0,5.0,4.0,9,4,6
349,Samsung,Ingeniero,57,4832.670730861042,732.7560443543223,3.2239572205513536,7,7,7.0,7.0,5.0,5.0,8,6,8
350,Xiaomi,Ingeniero,34,2969.8901294959787,507.09421724138525,6.815819473218602,3,2,5.0,4.0,4.0,5.0,4,5,6
351,Samsung,Ingeniero,47,2871.145875555131,502.31550289662374,5.119873868902179,7,7,7.0,7.0,7.0,6.0,1,5,6
352,Motorola,Estudiante,26,2624.980783076943,321.6107813928792,7.932411316043032,5,5,4.0,4.0,5.0,4.0,5,10,4
353,Xiaomi,Creativo,50,4029.7402650866698,561.509662819565,6.929330786688946,4,5,4.0,4.0,5.0,4.0,7,5,6
354,Samsung,Ingeniero,42,3356.2332580951934,544.1123907128065,5.194758490074817,4,5,5.0,5.0,4.0,5.0,7,2,4
355,Samsung,Ejecutivo,31,2512.936446784978,293.6958460112993,5.702602287645956,2,3,1.0,2.0,4.0,4.0,4,2,4
356,Xiaomi,Creativo,28,2278.9253870880348,412.84765619787385,6.390672574317993,6,7,6.0,6.0,5.0,5.0,3,2,6
357,Samsung,Ejecutivo,52,3476.8451223165966,504.33265860685634,4.567181917779081,7,7,6.0,6.0,6.0,6.0,7,6,5
358,Apple,Creativo,58,4248.888450505607,666.0849193312919,4.264230833703326,1,1,4.0,4.0,4.0,4.0,8,5,7
359,Motorola,Ejecutivo,31,1846.438002470186,271.14616722748906,7.014528795786583,2,1,4.0,3.0,4.0,3.0,4,5,5
360,Xiaomi,Estudiante,47,3164.063419572297,404.9900365466602,7.102660951175434,2,1,5.0,5.0,5.0,5.0,10,9,6
361,Samsung,Ingeniero,58,4697.804911505475,757.4479668324199,5.824839044654841,7,6,7.0,7.0,6.0,5.0,7,3,6
362,Xiaomi,Ejecutivo,21,2867.097633288588,567.6007965201547,9.20294648906696,7,7,7.0,7.0,6.0,7.0,2,3,5
363,Apple,Creativo,21,1310.926456099169,170.88855459709075,10.414438636617342,2,2,3.0,3.0,2.0,3.0,3,5,6
364,Samsung,Ingeniero,45,2684.2931943681956,386.5260516129672,6.3240984566626315,2,2,3.0,3.0,3.0,2.0,3,5,4
365,Motorola,Ingeniero,25,2114.6897102360317,184.7484793720518,8.60835508351264,4,4,7.0,7.0,7.0,6.0,3,4,8
366,Apple,Creativo,19,2396.294758557176,427.01935895638246,8.904770521893766,1,2,4.0,3.0,5.0,5.0,3,5,6
367,Motorola,Ejecutivo,58,2986.2628229735046,493.5276895881258,4.840905313793786,2,2,2.0,3.0,3.0,2.0,4,2,6
368,Motorola,Estudiante,63,4122.595682541261,531.7201592784435,4.094396524182841,4,5,7.0,7.0,7.0,7.0,7,7,5
369,Samsung,Estudiante,39,2712.9104217101776,303.69229015418233,5.7031429550846795,2,2,3.0,3.0,4.0,3.0,4,10,4
370,Samsung,Ejecutivo,58,4562.982337142617,586.9857864131293,2.9532217521621345,3,2,4.0,4.0,5.0,5.0,9,5,5
371,Samsung,Ingeniero,33,1811.5457630153728,303.9903207209468,6.569346031037886,2,3,4.0,3.0,4.0,4.0,3,2,5
372,Samsung,Ingeniero,46,3346.2703077468113,539.1901171427259,5.965773699672063,7,7,5.0,5.0,6.0,6.0,8,4,6
373,Samsung,Ingeniero,47,3153.195281325703,426.812594980416,5.37226190097399,6,5,5.0,5.0,5.0,5.0,9,5,4
374,Xiaomi,Ingeniero,29,3184.899463138644,502.6979210399365,6.034664305880744,6,5,7.0,7.0,7.0,7.0,8,3,6
375,Samsung,Ejecutivo,52,3898.826323176625,592.7678045260513,4.6341169500166215,2,1,3.0,4.0,3.0,3.0,9,3,6
376,Samsung,Ingeniero,28,2107.092170371133,297.70034021295896,6.981997191416862,5,6,6.0,7.0,7.0,7.0,2,3,6
377,Apple,Creativo,63,4576.693221664541,735.0138245839462,3.6376453580312194,3,4,4.0,4.0,3.0,3.0,9,6,6
378,Samsung,Ingeniero,38,2705.585573345713,345.591055940455,6.690915348926659,1,1,3.0,3.0,3.0,2.0,2,6,8
379,Xiaomi,Estudiante,38,3399.664855619877,567.3266890226763,6.906258036910302,2,1,5.0,5.0,4.0,4.0,9,7,7
380,Samsung,Ingeniero,22,1981.461504557211,260.79314798286396,7.299948549025447,1,1,3.0,2.0,5.0,5.0,2,5,4
381,Samsung,Ejecutivo,37,3377.3332893843817,595.6768275060094,7.281121188012514,3,3,4.0,3.0,3.0,4.0,8,5,8
382,Xiaomi,Estudiante,54,3918.040977563625,537.4408454604704,5.731638119668312,2,1,3.0,3.0,4.0,4.0,7,8,7
383,Xiaomi,Ejecutivo,20,3630.2455403457116,526.9582271218503,8.320301933048546,5,5,5.0,5.0,5.0,4.0,9,5,7
384,Motorola,Ejecutivo,61,4023.551997291998,606.4621564709173,4.564750271953068,4,5,6.0,6.0,6.0,6.0,8,2,7
385,Xiaomi,Estudiante,50,3691.431145810724,556.3305992627328,5.984231442461949,5,5,6.0,6.0,6.0,6.0,9,10,8
386,Xiaomi,Ejecutivo,26,2060.2876291420343,333.58456940220987,6.3023553504205285,7,6,6.0,5.0,5.0,6.0,3,3,4
387,Samsung,Ejecutivo,26,2301.3426703773894,280.9172796442746,8.454731334981796,5,6,6.0,5.0,4.0,4.0,3,3,5
388,Samsung,Ingeniero,21,699.0824329252796,102.99674452646019,7.109939127402047,4,5,5.0,4.0,6.0,6.0,4,2,7
389,Apple,Creativo,52,3832.792008270516,581.8253865607135,4.107298363371621,7,7,7.0,6.0,7.0,7.0,7,5,5
390,Xiaomi,Ejecutivo,34,3371.4371064747056,479.32865476979947,6.796289167814761,4,4,4.0,4.0,5.0,5.0,9,6,5
391,Motorola,Ejecutivo,51,3748.315002299677,582.4501812179225,2.75595987432533,6,7,7.0,7.0,7.0,7.0,10,5,6
392,Apple,Ejecutivo,41,2393.0692710113112,291.64189497730763,6.075620308225759,4,4,5.0,5.0,4.0,4.0,1,5,5
393,Samsung,Ingeniero,49,3049.1064236454995,441.04326909429074,6.081780946955802,2,1,4.0,4.0,5.0,4.0,9,3,6
394,Apple,Creativo,18,684.903936421865,65.07638424309644,6.554076153553982,1,1,2.0,2.0,2.0,2.0,3,3,4
395,Apple,Estudiante,25,2739.4620034327118,394.7477540374558,8.589009324546451,6,6,5.0,6.0,6.0,6.0,3,7,4
396,Samsung,Ingeniero,62,3596.74335364521,611.8632760428417,3.101212381472545,6,7,7.0,7.0,7.0,7.0,9,3,6
397,Motorola,Ingeniero,40,2985.645704893886,521.1696420419529,6.206861780492801,1,1,5.0,5.0,4.0,4.0,5,5,4
398,Apple,Creativo,64,4123.13121383639,681.9905051045196,3.046425492994538,6,6,6.0,5.0,6.0,6.0,8,2,7
399,Xiaomi,Creativo,57,4593.863517829133,665.9666636703274,4.872918484129046,4,4,6.0,6.0,5.0,6.0,8,6,4
400,Xiaomi,Ingeniero,29,2492.6406589828694,419.27701268744073,8.124947556163763,5,4,7.0,7.0,7.0,6.0,3,2,6
401,Samsung,Estudiante,29,2854.446460053005,433.7850753542409,7.747010364382497,3,3,3.0,3.0,4.0,5.0,5,10,7
402,Motorola,Ingeniero,63,4423.231882073831,665.764267486225,3.696018850506299,4,3,4.0,4.0,5.0,5.0,10,6,5
403,Apple,Creativo,64,4879.7057099807,728.0877891161465,3.1241446634065744,7,6,7.0,7.0,7.0,7.0,7,2,5
404,Xiaomi,Estudiante,32,2480.4381527485207,459.9866157812344,6.730697970628887,7,6,7.0,7.0,7.0,6.0,1,9,5
405,Apple,Creativo,58,4834.807665252259,793.5130800656619,4.855971464959641,5,4,5.0,5.0,5.0,6.0,9,5,6
406,Motorola,Estudiante,36,1807.1689218003426,308.3201591924062,7.090266399172919,5,6,6.0,6.0,5.0,4.0,1,7,5
407,Apple,Ejecutivo,43,3578.736749000618,528.2954640745614,6.250826582176122,6,5,5.0,5.0,6.0,7.0,8,5,4
408,Samsung,Creativo,46,2866.690195667934,431.9815672629182,4.117422458442955,2,2,4.0,2.0,2.0,2.0,5,6,5
409,Apple,Creativo,39,2703.6252236100236,432.07211376839024,6.07697754156459,2,1,2.0,1.0,3.0,3.0,3,6,8
410,Samsung,Ingeniero,57,4134.707133450518,594.1256244248765,3.666571035802848,6,6,5.0,5.0,4.0,5.0,7,3,8
411,Apple,Creativo,38,3180.7010249238715,524.0209395368059,6.864929019905827,6,5,5.0,5.0,5.0,6.0,8,5,5
412,Apple,Creativo,55,4053.214006845036,561.91984545461,3.735028246621403,1,2,3.0,3.0,2.0,2.0,10,4,5
413,Motorola,Ejecutivo,37,2156.921027947381,343.1303385919774,6.752053758084225,1,1,2.0,2.0,4.0,4.0,3,6,8
414,Xiaomi,Creativo,46,4024.51511563962,489.1914898563115,5.1178122391854695,3,2,3.0,3.0,2.0,2.0,9,2,5
415,Xiaomi,Ejecutivo,21,1599.6764408861623,212.42053980281784,6.0209038167342595,3,4,5.0,4.0,6.0,6.0,3,3,7
416,Apple,Ejecutivo,24,1816.3564548874006,376.33732487908225,8.530959285887997,3,2,6.0,6.0,5.0,4.0,3,3,8
